"","Title","Word","Num_in_doc","Num_in_total","Prop_in_doc","Prop_in_total","Relative_freq"
"44"," 2020  Trade Based Money Laundering   Trends and Developments  joint FATF Egmont Group report ","sector",125,2336,5.27203711514129,0.11403426983652,5.15800284530477
"45"," 2020  Trade Based Money Laundering   Trends and Developments  joint FATF Egmont Group report ","risk",136,9650,5.73597638127372,0.471074787638021,5.2649015936357
"46"," 2020  Trade Based Money Laundering   Trends and Developments  joint FATF Egmont Group report ","launder",170,8606,7.16997047659216,0.420110841700809,6.74985963489135
"47"," 2020  Trade Based Money Laundering   Trends and Developments  joint FATF Egmont Group report ","money",171,7170,7.21214677351329,0.350011008017058,6.86213576549623
"48"," 2020  Trade Based Money Laundering   Trends and Developments  joint FATF Egmont Group report ","report",184,7069,7.76043863348798,0.345080587959914,7.41535804552807
"49"," 2020  Trade Based Money Laundering   Trends and Developments  joint FATF Egmont Group report ","trade",219,958,9.23660902572754,0.0467657664826139,9.18984325924493
"50"," 2020  Trade Based Money Laundering   Trends and Developments  joint FATF Egmont Group report ","tbml",329,331,13.8760016870519,0.016158109296185,13.8598435777557
"51"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","3",23,1971,0.970054829185998,0.0962164151745637,0.873838414011434
"52"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","management",23,1408,0.970054829185998,0.0687329845589983,0.901321844626999
"53"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","personal",23,819,0.970054829185998,0.0399803368990196,0.930074492286978
"54"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","transaction",30,6766,1.26528890763391,0.330289327788482,0.934999579845428
"55"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","account",27,3958,1.13876001687052,0.193213886991843,0.945546129878675
"56"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","behalf",24,1003,1.01223112610713,0.0489624882902524,0.963268637816875
"57"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","expose",24,783,1.01223112610713,0.0382229594529089,0.974008166654219
"58"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","page",24,723,1.01223112610713,0.0352939970427243,0.976937129064403
"59"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","identity",26,2391,1.09658371994939,0.116719152045856,0.979864567903533
"60"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","obtain",26,2049,1.09658371994939,0.100024066307804,0.996559653641585
"61"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","antimoney",27,2828,1.13876001687052,0.138051761600034,1.00070825527049
"62"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","lovdata",24,45,1.01223112610713,0.00219672180763844,1.01003440429949
"63"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","administrative",27,520,1.13876001687052,0.0253843408882664,1.11337567598225
"64"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","relate",30,2608,1.26528890763391,0.12731223276269,1.13797667487122
"65"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","fine",28,466,1.18093631379165,0.0227482747191003,1.15818803907255
"66"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","lie",28,146,1.18093631379165,0.0071271418647825,1.17380917192687
"67"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","combat",29,539,1.22311261071278,0.0263118456514916,1.19680076506129
"68"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","natural",30,1256,1.26528890763391,0.0613129464531974,1.20397596118071
"69"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","letter",29,256,1.22311261071278,0.0124969062834542,1.21061570442933
"70"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","service",36,5536,1.51834668916069,0.270245598379698,1.24810109078099
"71"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","provision",33,2798,1.3918177983973,0.136587280394941,1.25523051800236
"72"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","refer",35,3179,1.47617039223956,0.155186191699613,1.32098420053995
"73"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","rule",35,2548,1.47617039223956,0.124383270352506,1.35178712188706
"74"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","provide",39,5310,1.64487557992408,0.259213173301336,1.38566240662275
"75"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","authority",39,4891,1.64487557992408,0.238759252470214,1.40611632745387
"76"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","supervisory",36,1808,1.51834668916069,0.0882594006268956,1.4300872885338
"77"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","duty",35,608,1.47617039223956,0.0296801524232038,1.44649023981636
"78"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","relationship",40,4181,1.68705187684521,0.204099863949696,1.48295201289552
"79"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","ministry",36,181,1.51834668916069,0.00883570327072351,1.50951098588997
"80"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","due",44,3114,1.85575706452973,0.15201314908858,1.70374391544115
"81"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","diligence",45,2736,1.89793336145086,0.133560685904417,1.76437267554645
"82"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","beneficial",46,2481,1.940109658372,0.121112595661133,1.81899706271086
"83"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","regulation",49,4779,2.06663854913539,0.233291855971202,1.83334669316418
"84"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","owner",47,2307,1.98228595529313,0.112618604671597,1.86966735062153
"85"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","money",54,7170,2.27752003374104,0.350011008017058,1.92750902572398
"86"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","terrorist",52,3790,2.19316743989878,0.185012792243326,2.00815464765545
"87"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","finance",57,7557,2.40404892450443,0.368902815562749,2.03514610894168
"88"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","legal",54,4354,2.27752003374104,0.212545038899062,2.06497499484198
"89"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","apply",61,4255,2.57275411218895,0.207712250922257,2.36504186126669
"90"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","pursuant",60,865,2.53057781526782,0.0422258747468278,2.48835194052099
"91"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","launder",80,8606,3.37410375369043,0.420110841700809,2.95399291198962
"92"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","information",85,10623,3.58498523829608,0.518572794723181,3.0664124435729
"93"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","paragraph",82,4943,3.45845634753269,0.24129768655904,3.21715866097365
"94"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","person",101,16570,4.25980598903416,0.808881785612644,3.45092420342152
"95"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","measure",98,4782,4.13327709827077,0.233438304091712,3.89983879417906
"96"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","customer",131,9945,5.52509489666807,0.485475519488095,5.03961937717998
"97"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","section",143,6931,6.03121045972164,0.33834397441649,5.69286648530515
"98"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","act",146,9438,6.15773935048503,0.460725787122036,5.69701356336299
"99"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","oblige",141,1444,5.94685786587938,0.0704903620051091,5.87636750387427
"100"," Act relating to Measures to Combat Money Laundering and Terrorist Financing  the Anti Money Laundering Act    Lovdata","entity",171,6577,7.21214677351329,0.321063096196401,6.89108367731688
"101"," Annex A   Advisory Notice February 2021  002 ","information",15,10623,0.632644453816955,0.518572794723181,0.114071659093774
"102"," Annex A   Advisory Notice February 2021  002 ","launder",15,8606,0.632644453816955,0.420110841700809,0.212533612116145
"103"," Annex A   Advisory Notice February 2021  002 ","person",14,16570,0.590468156895825,0.808881785612644,0.218413628716819
"104"," Annex A   Advisory Notice February 2021  002 ","money",14,7170,0.590468156895825,0.350011008017058,0.240457148878766
"105"," Annex A   Advisory Notice February 2021  002 ","relate",12,2608,0.506115563053564,0.12731223276269,0.378803330290874
"106"," Annex A   Advisory Notice February 2021  002 ","apply",14,4255,0.590468156895825,0.207712250922257,0.382755905973568
"107"," Annex A   Advisory Notice February 2021  002 ","monitor",12,1660,0.506115563053564,0.0810346266817736,0.42508093637179
"108"," Annex A   Advisory Notice February 2021  002 ","establish",13,2288,0.548291859974694,0.111691099908372,0.436600760066322
"109"," Annex A   Advisory Notice February 2021  002 ","due",14,3114,0.590468156895825,0.15201314908858,0.438455007807244
"110"," Annex A   Advisory Notice February 2021  002 ","measure",16,4782,0.674820750738085,0.233438304091712,0.441382446646374
"111"," Annex A   Advisory Notice February 2021  002 ","investigation",12,1275,0.506115563053564,0.0622404512164225,0.443875111837141
"112"," Annex A   Advisory Notice February 2021  002 ","sector",14,2336,0.590468156895825,0.11403426983652,0.476433887059305
"113"," Annex A   Advisory Notice February 2021  002 ","call",12,259,0.506115563053564,0.0126433544039635,0.4934722086496
"114"," Annex A   Advisory Notice February 2021  002 ","authority",18,4891,0.759173344580346,0.238759252470214,0.520414092110132
"115"," Annex A   Advisory Notice February 2021  002 ","identify",16,2867,0.674820750738085,0.139955587166654,0.534865163571432
"116"," Annex A   Advisory Notice February 2021  002 ","enhance",14,815,0.590468156895825,0.0397850727383407,0.550683084157484
"117"," Annex A   Advisory Notice February 2021  002 ","terrorist",18,3790,0.759173344580346,0.185012792243326,0.574160552337019
"118"," Annex A   Advisory Notice February 2021  002 ","country",18,3639,0.759173344580346,0.177641570177695,0.58153177440265
"119"," Annex A   Advisory Notice February 2021  002 ","ml",15,1046,0.632644453816955,0.0510615780175513,0.581582875799404
"120"," Annex A   Advisory Notice February 2021  002 ","increase",15,842,0.632644453816955,0.0411031058229237,0.591541347994031
"121"," Annex A   Advisory Notice February 2021  002 ","line",15,495,0.632644453816955,0.0241639398840229,0.608480513932932
"122"," Annex A   Advisory Notice February 2021  002 ","supervision",16,1035,0.674820750738085,0.0505246015756841,0.624296149162401
"123"," Annex A   Advisory Notice February 2021  002 ","progress",15,70,0.632644453816955,0.00341712281188202,0.629227331005073
"124"," Annex A   Advisory Notice February 2021  002 ","sanction",17,1565,0.716997047659215,0.076397102865648,0.640599944793567
"125"," Annex A   Advisory Notice February 2021  002 ","finance",24,7557,1.01223112610713,0.368902815562749,0.643328310544379
"126"," Annex A   Advisory Notice February 2021  002 ","strategic",16,283,0.674820750738085,0.0138149393680373,0.661005811370048
"127"," Annex A   Advisory Notice February 2021  002 ","address",18,1598,0.759173344580346,0.0780080321912495,0.681165312389096
"128"," Annex A   Advisory Notice February 2021  002 ","ensure",19,2364,0.801349641501476,0.115401118961273,0.685948522540203
"129"," Annex A   Advisory Notice February 2021  002 ","tf",17,421,0.716997047659215,0.0205515529114619,0.696445494747754
"130"," Annex A   Advisory Notice February 2021  002 ","highrisk",17,356,0.716997047659215,0.0173785103004286,0.699618537358787
"131"," Annex A   Advisory Notice February 2021  002 ","highlevel",18,67,0.759173344580346,0.00327067469137279,0.755902669888973
"132"," Annex A   Advisory Notice February 2021  002 ","effectiveness",19,646,0.801349641501476,0.0315351619496541,0.769814479551822
"133"," Annex A   Advisory Notice February 2021  002 ","financial",27,7429,1.13876001687052,0.362654362421022,0.776105654449497
"134"," Annex A   Advisory Notice February 2021  002 ","demonstrate",19,232,0.801349641501476,0.0113253213193804,0.790024320182096
"135"," Annex A   Advisory Notice February 2021  002 ","political",20,215,0.843525938422606,0.0104954486364948,0.833030489786112
"136"," Annex A   Advisory Notice February 2021  002 ","commitment",20,125,0.843525938422606,0.00610200502121789,0.837423933401389
"137"," Annex A   Advisory Notice February 2021  002 ","improve",23,292,0.970054829185998,0.014254283729565,0.955800545456433
"138"," Annex A   Advisory Notice February 2021  002 ","february",23,229,0.970054829185998,0.0111788731988712,0.958875955987126
"139"," Annex A   Advisory Notice February 2021  002 ","strengthen",23,116,0.970054829185998,0.0056626606596902,0.964392168526307
"140"," Annex A   Advisory Notice February 2021  002 ","continue",24,649,1.01223112610713,0.0316816100701633,0.980549516036964
"141"," Annex A   Advisory Notice February 2021  002 ","deficiency",25,266,1.05440742302826,0.0129850666851517,1.04142235634311
"142"," Annex A   Advisory Notice February 2021  002 ","jurisdiction",27,1376,1.13876001687052,0.0671708712735666,1.07158914559695
"143"," Annex A   Advisory Notice February 2021  002 ","implement",30,1124,1.26528890763391,0.0548692291507913,1.21041967848312
"144"," Annex A   Advisory Notice February 2021  002 ","regime",33,650,1.3918177983973,0.031730426110333,1.36008737228697
"145"," Annex A   Advisory Notice February 2021  002 ","plan",34,421,1.43399409531843,0.0205515529114619,1.41344254240697
"146"," Annex A   Advisory Notice February 2021  002 ","include",40,5117,1.68705187684521,0.249791677548576,1.43726019929664
"147"," Annex A   Advisory Notice February 2021  002 ","amlcft",40,2372,1.68705187684521,0.115791647282631,1.57126022956258
"148"," Annex A   Advisory Notice February 2021  002 ","risk",52,9650,2.19316743989878,0.471074787638021,1.72209265226076
"149"," Annex A   Advisory Notice February 2021  002 ","fatf",47,1580,1.98228595529313,0.0771293434681942,1.90515661182493
"150"," Annex A   Advisory Notice February 2021  002 ","action",53,1461,2.23534373681991,0.0713202346879947,2.16402350213191
"151"," Annual Report on Money Laundering and Terrorist Financing 2018","business",15,7133,0.632644453816955,0.348204814530778,0.284439639286177
"152"," Annual Report on Money Laundering and Terrorist Financing 2018","institution",16,4413,0.674820750738085,0.215425185269076,0.459395565469009
"153"," Annual Report on Money Laundering and Terrorist Financing 2018","numb",15,2075,0.632644453816955,0.101293283352217,0.531351170464738
"154"," Annual Report on Money Laundering and Terrorist Financing 2018","credit",15,1688,0.632644453816955,0.0824014758065264,0.550242978010429
"155"," Annual Report on Money Laundering and Terrorist Financing 2018","fatf",15,1580,0.632644453816955,0.0771293434681942,0.555515110348761
"156"," Annual Report on Money Laundering and Terrorist Financing 2018","addition",14,617,0.590468156895825,0.0301194967847315,0.560348660111093
"157"," Annual Report on Money Laundering and Terrorist Financing 2018","procedure",17,3052,0.716997047659215,0.148986554598056,0.568010493061159
"158"," Annual Report on Money Laundering and Terrorist Financing 2018","firm",21,6162,0.885702235343737,0.300804439525957,0.58489779581778
"159"," Annual Report on Money Laundering and Terrorist Financing 2018","international",16,1522,0.674820750738085,0.0742980131383491,0.600522737599736
"160"," Annual Report on Money Laundering and Terrorist Financing 2018","amlcft",17,2372,0.716997047659215,0.115791647282631,0.601205400376585
"161"," Annual Report on Money Laundering and Terrorist Financing 2018","aml",15,369,0.632644453816955,0.0180131188226352,0.61463133499432
"162"," Annual Report on Money Laundering and Terrorist Financing 2018","regulatory",16,481,0.674820750738085,0.0234805153216464,0.651340235416439
"163"," Annual Report on Money Laundering and Terrorist Financing 2018","guidance",17,1233,0.716997047659215,0.0601901775292933,0.656806870129922
"164"," Annual Report on Money Laundering and Terrorist Financing 2018","obligation",19,2272,0.801349641501476,0.110910043265656,0.69043959823582
"165"," Annual Report on Money Laundering and Terrorist Financing 2018","sochna",17,25,0.716997047659215,0.00122040100424358,0.715776646654972
"166"," Annual Report on Money Laundering and Terrorist Financing 2018","include",23,5117,0.970054829185998,0.249791677548576,0.720263151637422
"167"," Annual Report on Money Laundering and Terrorist Financing 2018","conduct",20,2069,0.843525938422606,0.101000387111199,0.742525551311408
"168"," Annual Report on Money Laundering and Terrorist Financing 2018","activity",22,3670,0.927878532264867,0.179154867422957,0.74872366484191
"169"," Annual Report on Money Laundering and Terrorist Financing 2018","person",37,16570,1.56052298608182,0.808881785612644,0.751641200469178
"170"," Annual Report on Money Laundering and Terrorist Financing 2018","provide",24,5310,1.01223112610713,0.259213173301336,0.753017952805792
"171"," Annual Report on Money Laundering and Terrorist Financing 2018","provider",20,1438,0.843525938422606,0.0701974657640906,0.773328472658516
"172"," Annual Report on Money Laundering and Terrorist Financing 2018","accountant",19,270,0.801349641501476,0.0131803308458306,0.788169310655646
"173"," Annual Report on Money Laundering and Terrorist Financing 2018","str",19,223,0.801349641501476,0.0108859769578527,0.790463664543623
"174"," Annual Report on Money Laundering and Terrorist Financing 2018","accountancy",19,112,0.801349641501476,0.00546739649901123,0.795882245002465
"175"," Annual Report on Money Laundering and Terrorist Financing 2018","law",24,4399,1.01223112610713,0.2147417607067,0.797489365400428
"176"," Annual Report on Money Laundering and Terrorist Financing 2018","act",30,9438,1.26528890763391,0.460725787122036,0.804563120511874
"177"," Annual Report on Money Laundering and Terrorist Financing 2018","society",21,265,0.885702235343737,0.0129362506449819,0.872765984698755
"178"," Annual Report on Money Laundering and Terrorist Financing 2018","garda",21,31,0.885702235343737,0.00151329724526204,0.884188938098475
"179"," Annual Report on Money Laundering and Terrorist Financing 2018","fiu",22,643,0.927878532264867,0.0313887138291448,0.896489818435722
"180"," Annual Report on Money Laundering and Terrorist Financing 2018","service",28,5536,1.18093631379165,0.270245598379698,0.910690715411951
"181"," Annual Report on Money Laundering and Terrorist Financing 2018","body",24,1588,1.01223112610713,0.0775198717895521,0.934711254317576
"182"," Annual Report on Money Laundering and Terrorist Financing 2018","criminal",26,2591,1.09658371994939,0.126482360079804,0.970101359869584
"183"," Annual Report on Money Laundering and Terrorist Financing 2018","competent",25,1504,1.05440742302826,0.0734193244152937,0.980988098612964
"184"," Annual Report on Money Laundering and Terrorist Financing 2018","ireland",24,310,1.01223112610713,0.0151329724526204,0.997098153654507
"185"," Annual Report on Money Laundering and Terrorist Financing 2018","charity",25,321,1.05440742302826,0.0156699488944875,1.03873747413377
"186"," Annual Report on Money Laundering and Terrorist Financing 2018","designate",28,1949,1.18093631379165,0.0951424622908294,1.08579385150082
"187"," Annual Report on Money Laundering and Terrorist Financing 2018","sector",29,2336,1.22311261071278,0.11403426983652,1.10907834087626
"188"," Annual Report on Money Laundering and Terrorist Financing 2018","solicitor",27,72,1.13876001687052,0.00351475489222151,1.1352452619783
"189"," Annual Report on Money Laundering and Terrorist Financing 2018","inspection",28,392,1.18093631379165,0.0191358877465393,1.16180042604511
"190"," Annual Report on Money Laundering and Terrorist Financing 2018","risk",40,9650,1.68705187684521,0.471074787638021,1.21597708920719
"191"," Annual Report on Money Laundering and Terrorist Financing 2018","authority",37,4891,1.56052298608182,0.238759252470214,1.32176373361161
"192"," Annual Report on Money Laundering and Terrorist Financing 2018","bank",35,2841,1.47617039223956,0.13868637012224,1.33748402211732
"193"," Annual Report on Money Laundering and Terrorist Financing 2018","financial",42,7429,1.77140447068747,0.362654362421022,1.40875010826645
"194"," Annual Report on Money Laundering and Terrorist Financing 2018","central",34,447,1.43399409531843,0.0218207699558752,1.41217332536256
"195"," Annual Report on Money Laundering and Terrorist Financing 2018","compliance",39,1849,1.64487557992408,0.0902608582738551,1.55461472165023
"196"," Annual Report on Money Laundering and Terrorist Financing 2018","terrorist",46,3790,1.940109658372,0.185012792243326,1.75509686612867
"197"," Annual Report on Money Laundering and Terrorist Financing 2018","money",54,7170,2.27752003374104,0.350011008017058,1.92750902572398
"198"," Annual Report on Money Laundering and Terrorist Financing 2018","report",54,7069,2.27752003374104,0.345080587959914,1.93243944578112
"199"," Annual Report on Money Laundering and Terrorist Financing 2018","finance",59,7557,2.48840151834669,0.368902815562749,2.11949870278394
"200"," Annual Report on Money Laundering and Terrorist Financing 2018","launder",73,8606,3.07886967524251,0.420110841700809,2.6587588335417
"201"," anti money laundering and countering the financing of terrorism guidelines for the financial sector","service",57,5536,2.40404892450443,0.270245598379698,2.13380332612473
